iter	Logloss
131	0.02700073011
132	0.02693644257
133	0.02685897305
134	0.02683085121
135	0.02676985723
136	0.02674983195
137	0.02668911586
138	0.02665474652
139	0.02660348491
140	0.02654822963
141	0.02652006026
142	0.02646151846
143	0.0264291629
144	0.02638302079
145	0.02633375746
146	0.02631206898
147	0.02627713614
148	0.0262425668
149	0.02620384206
150	0.02615490726
151	0.02611189222
152	0.02601513362
153	0.02599341441
154	0.02597395814
155	0.02593406218
156	0.02588977777
157	0.02585818284
158	0.02581456242
159	0.02578944713
160	0.02576426608
161	0.02572978996
162	0.02571002473
163	0.02567275393
164	0.02563313904
165	0.02560045084
166	0.0255641415
167	0.02552676981
168	0.02549160294
169	0.02546388196
170	0.02540341586
171	0.02537218999
172	0.02533896455
173	0.02531123511
174	0.02528411203
175	0.02524860245
176	0.0251988608
177	0.0251636964
178	0.02511103966
179	0.02508827838
180	0.02504624521
181	0.02500222951
182	0.02497173617
183	0.02488898508
184	0.02484831036
185	0.02482529424
186	0.02475063283
187	0.02472429499
188	0.02470001916
189	0.02467249773
190	0.02463635632
191	0.02459237928
192	0.02456629555
193	0.02454340355
194	0.02446774228
195	0.02440265612
196	0.02432575531
197	0.02430209541
198	0.02427269458
199	0.02424659747
200	0.02422404693
201	0.0241818206
202	0.02414976058
203	0.02414216399
204	0.02411518912
205	0.02408963485
206	0.0240644929
207	0.0240313289
208	0.02395777334
209	0.02390533666
210	0.0238421077
211	0.02376718312
212	0.02370639419
213	0.02364037729
214	0.02362603442
215	0.02358032286
216	0.02351371887
217	0.02350276217
218	0.02348314015
219	0.023454808
220	0.02344949124
221	0.02342309603
222	0.02338860717
223	0.02336896503
224	0.02335963046
225	0.02332331408
226	0.02329836459
227	0.02328319122
228	0.02325859018
229	0.02323451122
230	0.02320893163
231	0.02319478845
232	0.02317610315
233	0.02315374527
234	0.02313263139
235	0.02311589288
236	0.02308525916
237	0.02304617803
238	0.02301673548
239	0.02299567527
240	0.02298368457
241	0.02296754475
242	0.02291299746
243	0.02289135531
244	0.02287444119
245	0.02285515141
246	0.02284698448
247	0.02282275621
248	0.02276697553
249	0.02274842863
250	0.02272857689
251	0.02271672374
252	0.02270638178
253	0.02269232046
254	0.02268043576
255	0.02262354972
256	0.02259374356
257	0.02258315077
258	0.02256410216
259	0.02254592695
260	0.02253331393
261	0.02251141624
262	0.02249291532
263	0.02248299554
264	0.02244360502
265	0.0224236951
266	0.02239812636
267	0.0223725214
268	0.02233020013
269	0.02227875756
270	0.02225584034
271	0.02224189259
272	0.02221723868
273	0.02219107765
274	0.02217957662
275	0.02216302121
276	0.0221056899
277	0.02209994273
278	0.02206503422
279	0.02201289565
280	0.02199745277
281	0.02197791603
282	0.02195852189
283	0.02194137587
284	0.02191582448
285	0.02190472412
286	0.02187929686
287	0.02184559245
288	0.02181217064
289	0.02179126899
290	0.02176817814
291	0.02175899029
292	0.02174092122
293	0.02171035612
294	0.02167702945
295	0.02165832007
296	0.02163518472
297	0.02161867336
298	0.0215991555
299	0.02159700544
300	0.02157589399
301	0.02155226813
302	0.021521933
303	0.02147782113
304	0.02146724548
305	0.02143821084
306	0.02141792378
307	0.02139917273
308	0.02137153674
309	0.02132637303
310	0.02131581398
311	0.02128519561
312	0.02124074154
313	0.02119467118
314	0.02116466121
315	0.02114865265
316	0.02110516979
317	0.02105560127
318	0.02103330419
319	0.02102216301
320	0.02100871182
321	0.02096346388
322	0.02092445936
323	0.02090517176
324	0.02087078537
325	0.02084957234
326	0.02081394285
327	0.0207868438
328	0.02075887264
329	0.0207434482
330	0.02072120895
331	0.02070057611
332	0.02069326445
333	0.02068042849
334	0.02066235174
335	0.02064336393
336	0.02060879633
337	0.02059364666
338	0.02055394822
339	0.02053766024
340	0.02051114575
341	0.02048832288
342	0.02045130583
343	0.02043655723
344	0.02041465726
345	0.02040570478
346	0.02039570651
347	0.02038653596
348	0.02037623062
349	0.0203640048
350	0.02035293883
351	0.02033851321
352	0.02031974362
353	0.02030421498
354	0.02027492485
355	0.02025332947
356	0.02023189191
357	0.02020279751
358	0.02017252056
359	0.02015872182
360	0.02014663221
361	0.02012224959
362	0.0201096942
363	0.02009748776
364	0.02007412021
365	0.02006246106
366	0.02004519394
367	0.02003328188
368	0.02001804802
369	0.01999406821
370	0.01996582471
371	0.01995439732
372	0.01994242485
373	0.01993611715
374	0.01991265868
375	0.01990011023
376	0.01989084805
377	0.0198744572
378	0.01984522098
379	0.01983370147
380	0.01981527013
381	0.01978704967
382	0.01977607186
383	0.01976303215
384	0.01974251478
385	0.01973338431
386	0.0197183541
387	0.01970984719
388	0.0197001555
389	0.01968410354
390	0.01967417246
391	0.01966184907
392	0.01964435084
393	0.01961027435
394	0.01958495614
395	0.01957122132
396	0.01955830019
397	0.01953028894
398	0.01952162857
399	0.01950154988
400	0.01948836766
401	0.01947237763
402	0.01946193919
403	0.01944734167
404	0.01943522744
405	0.01942376918
406	0.01939845563
407	0.01936590792
408	0.01935649243
409	0.01933096556
410	0.01931211293
411	0.01928212525
412	0.01926057106
413	0.01925088363
414	0.01922436077
415	0.01920809726
416	0.01919911263
417	0.01918542528
418	0.01917269536
419	0.01915424073
420	0.01914332808
421	0.01912359318
422	0.01911561856
423	0.01910802781
424	0.01910006766
425	0.0190884813
426	0.01907910213
427	0.01907034905
428	0.01906241427
429	0.01905508997
430	0.01904654783
431	0.01903754743
432	0.01901892363
433	0.01900918645
434	0.0189983683
435	0.01898282245
436	0.01897220191
437	0.0189435737
438	0.01892891934
439	0.0189196475
440	0.0189126878
441	0.01888634486
442	0.0188795802
443	0.01886846444
444	0.01885803725
445	0.0188340614
446	0.01882352584
447	0.01880828435
448	0.01879826561
449	0.01878842794
450	0.01877962744
451	0.01877289424
452	0.01876024852
453	0.01875212534
454	0.0187455736
455	0.01873205705
456	0.01872259042
457	0.01871247184
458	0.0187022662
459	0.01868768889
460	0.01867955808
461	0.01867387494
462	0.01866399123
463	0.01865650078
464	0.01864725332
465	0.01862882019
466	0.01861453307
467	0.01860530364
468	0.01859418585
469	0.01858553534
470	0.01857219782
471	0.01856002661
472	0.01854961325
473	0.01854104593
474	0.01853138259
475	0.01852458621
476	0.01851903789
477	0.01849398662
478	0.01848497632
479	0.01847383513
480	0.01846216811
481	0.01845453752
482	0.01843152908
483	0.01841724027
484	0.0184101602
485	0.01839632801
486	0.01838745784
487	0.01837326308
488	0.01835868726
489	0.01833442872
490	0.01832034337
491	0.01831250675
492	0.01830472399
493	0.01829334506
494	0.01828619701
495	0.01827370316
496	0.01826622644
497	0.01825512817
498	0.01824327825
499	0.01823698774
500	0.01823084485
501	0.01821796411
502	0.01820520882
503	0.01819838703
504	0.01819199866
505	0.01817981074
506	0.01817330305
507	0.01816522695
508	0.01815405574
509	0.01814253563
510	0.01812938716
511	0.01812302371
512	0.01811536181
513	0.01810263695
514	0.01809188892
515	0.01808070656
516	0.01807443627
517	0.01806824115
518	0.01806095644
519	0.01805522617
520	0.01804418855
521	0.0180375495
522	0.01802688233
523	0.01802132638
524	0.01800382919
525	0.01799812682
526	0.01799151779
527	0.01798086529
528	0.01797461477
529	0.01796512263
530	0.01795153953
531	0.01794151456
532	0.01793591366
533	0.01793050325
534	0.01792482035
535	0.0179134874
536	0.01788199004
537	0.01786000865
538	0.01784724068
539	0.01783748864
540	0.01782923013
541	0.01781989517
542	0.01781525057
543	0.01779450754
544	0.01776890089
545	0.01776003201
546	0.01775173386
547	0.01774187706
548	0.01773665202
549	0.01773222809
550	0.01771821751
551	0.0176990359
552	0.01768877525
553	0.01766377755
554	0.01765396237
555	0.01764177357
556	0.01762784668
557	0.01761596034
558	0.0175865275
559	0.01757796133
560	0.0175704957
561	0.01755252727
562	0.01753279921
563	0.01751696651
564	0.01750887167
565	0.01749956996
566	0.01749464153
567	0.01748983981
568	0.01747941743
569	0.01746819553
570	0.01746344138
571	0.01745899702
572	0.01743084733
573	0.01742243655
574	0.01741422879
575	0.01740451495
576	0.01738650162
577	0.01737195083
578	0.01736207545
579	0.01734361591
580	0.01733913623
581	0.01732867851
582	0.01732426375
583	0.01730581863
584	0.01729466203
585	0.01727718154
586	0.01726911653
587	0.017253371
588	0.01724531561
589	0.01724100896
590	0.01723101247
591	0.01721430732
592	0.01721053811
593	0.0171930698
594	0.01718522991
595	0.01717420964
596	0.01717007721
597	0.01715150252
598	0.01714289888
599	0.01713887433
600	0.01712150137
601	0.01711129493
602	0.01709482093
603	0.01709088359
604	0.0170832815
605	0.01707095945
606	0.017063524
607	0.0170562551
608	0.01704559957
609	0.01703850356
610	0.01702245977
611	0.01701229114
612	0.01699927581
613	0.01699238082
614	0.01698252824
615	0.01697472967
616	0.01695906644
617	0.01694389937
618	0.01693381781
619	0.01692183528
620	0.01691507676
621	0.01690030938
622	0.0168937286
623	0.0168779794
624	0.01687151908
625	0.01685394146
626	0.01684353196
627	0.01683720474
628	0.01683332136
629	0.01681807164
630	0.01680783166
631	0.01680174085
632	0.01679793507
633	0.01678823109
634	0.01677666872
635	0.01676198344
636	0.01673847358
637	0.01673257434
638	0.0167015435
639	0.01669577443
640	0.0166734948
641	0.01666802229
642	0.0166627307
643	0.0166426915
644	0.01662598119
645	0.01662069257
646	0.01661091248
647	0.01659891995
648	0.01659399143
649	0.01657274901
650	0.01655224699
651	0.01653248716
652	0.01652765854
653	0.01650363359
654	0.01649407692
655	0.01648308841
656	0.01647846765
657	0.01645967825
658	0.0164413301
659	0.0164271566
660	0.0164037833
661	0.01639775279
662	0.01638847858
663	0.01637870478
664	0.01635610365
665	0.01635185379
666	0.01634289982
667	0.01632932302
668	0.01632339226
669	0.01631030543
670	0.01630452536
671	0.01629513385
672	0.01628259541
673	0.01627862953
674	0.01626965663
675	0.01625211361
676	0.01624788129
677	0.01623924767
678	0.01621232414
679	0.01618830231
680	0.01618276167
681	0.01617734962
682	0.01616812788
683	0.01615415793
684	0.01613218928
685	0.01612692628
686	0.01611478431
687	0.01610966397
688	0.01609799615
689	0.0160736555
690	0.01606865082
691	0.01606046625
692	0.01604927249
693	0.01603965131
694	0.01602825736
695	0.01601729244
696	0.01600061518
697	0.01598956413
698	0.01596578476
699	0.01595798624
700	0.01594708638
701	0.01593634523
702	0.01591313382
703	0.01590217395
704	0.01589173021
705	0.01588388303
706	0.01588387367
707	0.01587331814
708	0.01585051875
709	0.01584158302
710	0.0158308056
711	0.01582200565
712	0.01581246202
713	0.01580303077
714	0.01579292894
715	0.01578230676
716	0.01577200523
717	0.01576158627
718	0.01575321439
719	0.01574312034
720	0.01572087613
721	0.01571088371
722	0.01570155409
723	0.01569184709
724	0.01568192607
725	0.01567304693
726	0.015659683
727	0.01564987923
728	0.01564015493
729	0.01564010736
730	0.0156305116
731	0.01562099022
732	0.01562098546
733	0.01562097912
734	0.0156209538
735	0.01562093784
736	0.01562091886
737	0.01562089993
738	0.01562088249
739	0.0156208761
740	0.0156208761
741	0.0156208761
742	0.0156208761
743	0.0156208761
744	0.0156208761
745	0.0156208761
746	0.0156208761
747	0.0156208761
748	0.0156208761
749	0.0156208761
750	0.0156208761
751	0.0156208761
752	0.0156208761
753	0.0156208761
754	0.0156208761
755	0.0156208761
756	0.0156208761
757	0.0156208761
758	0.0156208761
759	0.0156208761
760	0.0156208761
761	0.0156208761
762	0.0156208761
763	0.0156208761
764	0.0156208761
765	0.0156208761
766	0.0156208761
767	0.0156208761
768	0.0156208761
769	0.0156208761
770	0.0156208761
771	0.0156208761
772	0.0156208761
773	0.0156208761
774	0.0156208761
775	0.0156208761
776	0.0156208761
777	0.0156208761
778	0.0156208761
779	0.0156208761
780	0.0156208761
781	0.0156208761
782	0.0156208761
783	0.0156208761
784	0.0156208761
785	0.0156208761
786	0.0156208761
787	0.0156208761
788	0.0156208761
789	0.0156208761
790	0.0156208761
791	0.0156208761
792	0.0156208761
793	0.0156208761
794	0.0156208761
795	0.0156208761
796	0.0156208761
797	0.0156208761
798	0.0156208761
799	0.0156208761
800	0.0156208761
801	0.0156208761
802	0.0156208761
803	0.0156208761
804	0.0156208761
805	0.0156208761
806	0.0156208761
807	0.0156208761
808	0.0156208761
809	0.0156208761
810	0.0156208761
811	0.0156208761
812	0.0156208761
813	0.0156208761
814	0.0156208761
815	0.0156208761
816	0.0156208761
817	0.0156208761
818	0.0156208761
819	0.0156208761
820	0.0156208761
821	0.0156208761
822	0.0156208761
823	0.0156208761
824	0.0156208761
825	0.0156208761
826	0.0156208761
827	0.0156208761
828	0.0156208761
829	0.0156208761
830	0.0156208761
831	0.0156208761
832	0.0156208761
833	0.0156208761
834	0.0156208761
835	0.0156208761
836	0.0156208761
837	0.0156208761
838	0.0156208761
839	0.0156208761
840	0.0156208761
841	0.0156208761
842	0.0156208761
843	0.0156208761
844	0.0156208761
845	0.0156208761
846	0.0156208761
847	0.0156208761
848	0.0156208761
849	0.0156208761
850	0.0156208761
851	0.0156208761
852	0.0156208761
853	0.0156208761
854	0.0156208761
855	0.0156208761
856	0.0156208761
857	0.0156208761
858	0.0156208761
859	0.0156208761
860	0.0156208761
861	0.0156208761
862	0.0156208761
863	0.0156208761
864	0.0156208761
865	0.0156208761
866	0.0156208761
867	0.0156208761
868	0.0156208761
869	0.0156208761
870	0.0156208761
871	0.0156208761
872	0.0156208761
873	0.0156208761
874	0.0156208761
875	0.0156208761
876	0.0156208761
877	0.0156208761
878	0.0156208761
879	0.0156208761
880	0.0156208761
881	0.0156208761
882	0.0156208761
883	0.0156208761
884	0.0156208761
885	0.0156208761
886	0.0156208761
887	0.0156208761
888	0.0156208761
889	0.0156208761
890	0.0156208761
891	0.0156208761
892	0.0156208761
893	0.0156208761
894	0.0156208761
895	0.0156208761
896	0.0156208761
897	0.0156208761
898	0.0156208761
899	0.0156208761
900	0.0156208761
901	0.0156208761
902	0.0156208761
903	0.0156208761
904	0.0156208761
905	0.0156208761
906	0.0156208761
907	0.0156208761
908	0.0156208761
909	0.0156208761
910	0.0156208761
911	0.0156208761
912	0.0156208761
913	0.0156208761
914	0.0156208761
915	0.0156208761
916	0.0156208761
917	0.0156208761
918	0.0156208761
919	0.0156208761
920	0.0156208761
921	0.0156208761
922	0.0156208761
923	0.0156208761
924	0.0156208761
925	0.0156208761
926	0.0156208761
927	0.0156208761
928	0.0156208761
929	0.0156208761
930	0.0156208761
931	0.0156208761
932	0.0156208761
933	0.0156208761
934	0.0156208761
935	0.0156208761
936	0.0156208761
937	0.0156208761
938	0.0156208761
939	0.0156208761
940	0.0156208761
941	0.0156208761
942	0.0156208761
943	0.0156208761
944	0.0156208761
945	0.0156208761
946	0.0156208761
947	0.0156208761
948	0.0156208761
949	0.0156208761
950	0.0156208761
951	0.0156208761
952	0.0156208761
953	0.0156208761
954	0.0156208761
955	0.0156208761
956	0.0156208761
957	0.0156208761
958	0.0156208761
959	0.0156208761
960	0.0156208761
961	0.0156208761
962	0.0156208761
963	0.0156208761
964	0.0156208761
965	0.0156208761
966	0.0156208761
967	0.0156208761
968	0.0156208761
969	0.0156208761
970	0.0156208761
971	0.0156208761
972	0.0156208761
973	0.0156208761
974	0.0156208761
975	0.0156208761
976	0.0156208761
977	0.0156208761
978	0.0156208761
979	0.0156208761
980	0.0156208761
981	0.0156208761
982	0.0156208761
983	0.0156208761
984	0.0156208761
985	0.0156208761
986	0.0156208761
987	0.0156208761
988	0.0156208761
989	0.0156208761
990	0.0156208761
991	0.0156208761
992	0.0156208761
993	0.0156208761
994	0.0156208761
995	0.0156208761
996	0.0156208761
997	0.0156208761
998	0.0156208761
999	0.0156208761
