Split,url,source,true_label,pred_label,error_type,stacking_prediction,stacking_score,ensemble_score,bert_score,cb_score,cb_benign_prob,vt_score,vt_detection_rate,vt_malicious_count,vt_suspicious_count,vt_total_engines,tranco_score,in_tranco,tranco_rank,normalized_domain,bert_error,catboost_error,vt_error,tranco_error,saved_at,bert_architecture,stacker_variant,confidence_distance,selected_meta_model_name,selected_meta_model_dir
Test,https://khabarvarzeshi.com,tranco,1,0,False Negative,Phishing,0.0,0.4985,0.0009,0.0091,0.00906056070284264,1.0,0.0,0,0,92,0.984,1,15952,khabarvarzeshi.com,0,0,0,0,2026-06-07 08:47:39,bert_cv3_f3_h512_l8_a8,4signal,0.5,meta_model_4sig_all_signals_dt,data\ml_models\ablation\meta_model_4sig_all_signals_dt
